"TIME","X","Y","Z","AZIMUTH","PITCH","ROLL"
12922,1.0351465,9.888372,0.7627395,2.3270476,-1.4414902,-0.9357696
12962,2.3426998,11.141444,-0.95342433,1.1391637,-1.3475645,-1.9573027
13002,2.7240696,11.372991,-0.5720546,1.2641149,-1.3307693,-1.7777885
13042,2.2609777,13.593107,2.1792557,2.316605,-1.3437618,-0.80380094
13083,-0.42223078,15.785983,3.5276701,-2.5348468,-1.3494215,0.11912441
13124,-3.0237172,9.697687,1.2258313,-1.1715127,-1.2462469,1.1856388
13165,-3.173541,8.240311,1.0351465,-1.0346615,-1.1859069,1.2554973
13204,-3.9771416,8.076866,5.8976107,-0.83828825,-0.8487447,0.5933132
13243,-0.6946377,7.164303,3.486809,-1.5929693,-1.1101485,0.19664423
13283,0.9942854,7.082581,1.56634,2.5141137,-1.3146045,-0.5656031
13326,3.990762,7.014479,-1.4165162,0.77363014,-1.0276544,-1.9118731
13366,1.6480621,7.5456724,-4.7535014,0.30326664,-0.9827347,-2.8078563
13407,-0.50395286,7.205164,1.7978859,-2.2936144,-1.3172294,0.27328968
13447,-0.5720546,9.043911,1.2258313,-2.2939718,-1.4223222,0.43662718
13487,1.2666923,10.501288,-0.9125633,0.93235874,-1.4232116,-2.1951027
13526,1.4165162,9.847511,0.10896278,1.5718131,-1.4275149,-1.4940244
13565,1.879608,11.182305,0.8036005,1.8097072,-1.3899873,-1.1667794
13606,2.9556155,13.525005,0.8036005,1.5651661,-1.34809,-1.3053243
13646,2.152015,12.762266,4.372132,2.243188,-1.206048,-0.45739767
13685,1.4165162,9.534244,4.630918,1.9839584,-1.1008257,-0.2968447
13725,2.2201166,9.80665,4.9850473,1.5288057,-1.0630022,-0.4189846
13764,2.1111538,9.534244,4.440233,1.7679274,-1.0946876,-0.44382367
13808,-0.3405087,9.80665,2.0294318,-2.6536267,-1.3639601,0.16623682
13848,-0.53119355,8.240311,-2.982856,-0.011770875,-1.2184597,2.965358
13888,1.56634,5.243834,-0.61291564,0.9474084,-1.2604083,-1.943784
13927,1.56634,5.134871,1.6480621,1.7549279,-1.153956,-0.7599799
13967,0.9942854,6.2108784,1.920469,2.4640796,-1.2357311,-0.4777312
14006,0.5720546,8.471856,0.8036005,2.6021516,-1.4548826,-0.6186444
14045,1.6889231,10.800936,-0.5720546,1.1870143,-1.4071782,-1.8973777
14084,1.7978859,10.95076,-0.61291564,1.1765974,-1.3990481,-1.8993495
14124,2.3426998,11.536434,0.7218784,1.7155039,-1.3614188,-1.2718889
14163,1.920469,13.593107,1.56634,2.1953206,-1.3904617,-0.8866136
14205,-0.53119355,15.785983,2.6423476,-2.63106,-1.4016923,0.19838662
14245,-3.0645783,9.997335,1.2258313,-1.2850728,-1.2519107,1.19029
14285,-3.5957718,8.281172,1.1849703,-1.0941299,-1.1419872,1.2524587
14327,-5.325556,7.246025,5.7477865,-0.81766,-0.7463178,0.74728626
14369,-1.3756552,6.469665,1.334794,-1.7083763,-1.2827612,0.80047244
14410,2.0294318,6.5513873,1.56634,1.6923882,-1.1978076,-0.913481
14449,4.7126403,6.701211,-1.4573772,0.74755365,-0.93624306,-1.8707163
14488,1.0760075,7.6954966,-3.6774938,0.27022058,-1.1088207,-2.8569455
14527,-0.10896278,7.8180795,1.1849703,-2.8210895,-1.4197482,0.09169616
14567,-0.14982383,9.343558,0.23154591,-2.3969688,-1.5412875,0.5743049
14608,0.8036005,9.915613,-0.6946377,0.8666121,-1.4640783,-2.283595
14648,1.607201,10.038197,0.38136974,1.6810727,-1.4077041,-1.3378171
14687,1.5390993,11.836082,0.50395286,1.8111923,-1.4348129,-1.2543648
